 i,t_i,x_milstein(t_i)                                                          
3811,     14.8828,      0.9980
3812,     14.8867,      0.9934
3813,     14.8906,      0.9993
3814,     14.8945,      1.0017
3815,     14.8984,      1.0100
3816,     14.9023,      1.0044
3817,     14.9062,      1.0120
3818,     14.9102,      1.0058
3819,     14.9141,      1.0035
3820,     14.9180,      1.0035
3821,     14.9219,      0.9976
3822,     14.9258,      0.9939
3823,     14.9297,      0.9963
3824,     14.9336,      0.9973
3825,     14.9375,      0.9898
3826,     14.9414,      0.9940
3827,     14.9453,      0.9944
3828,     14.9492,      0.9837
3829,     14.9531,      0.9865
3830,     14.9570,      0.9866
3831,     14.9609,      0.9881
3832,     14.9648,      0.9887
3833,     14.9688,      0.9827
3834,     14.9727,      0.9848
3835,     14.9766,      0.9865
3836,     14.9805,      0.9797
3837,     14.9844,      0.9721
3838,     14.9883,      0.9711
3839,     14.9922,      0.9661
3840,     14.9961,      0.9590
3841,     15.0000,      0.9501
3842,     15.0039,      0.9462
3843,     15.0078,      0.9427
3844,     15.0117,      0.9445
3845,     15.0156,      0.9371
3846,     15.0195,      0.9414
3847,     15.0234,      0.9408
3848,     15.0273,      0.9394
3849,     15.0312,      0.9340
3850,     15.0352,      0.9396
3851,     15.0391,      0.9439
3852,     15.0430,      0.9425
3853,     15.0469,      0.9470
3854,     15.0508,      0.9448
3855,     15.0547,      0.9403
3856,     15.0586,      0.9486
3857,     15.0625,      0.9596
3858,     15.0664,      0.9577
3859,     15.0703,      0.9514
3860,     15.0742,      0.9517
3861,     15.0781,      0.9408
3862,     15.0820,      0.9433
3863,     15.0859,      0.9435
3864,     15.0898,      0.9344
3865,     15.0938,      0.9296
3866,     15.0977,      0.9273
3867,     15.1016,      0.9224
3868,     15.1055,      0.9231
3869,     15.1094,      0.9257
3870,     15.1133,      0.9245
3871,     15.1172,      0.9228
3872,     15.1211,      0.9234
3873,     15.1250,      0.9314
3874,     15.1289,      0.9190
3875,     15.1328,      0.9246
3876,     15.1367,      0.9286
3877,     15.1406,      0.9321
3878,     15.1445,      0.9337
3879,     15.1484,      0.9368
3880,     15.1523,      0.9290
3881,     15.1562,      0.9349
3882,     15.1602,      0.9487
3883,     15.1641,      0.9541
3884,     15.1680,      0.9564
3885,     15.1719,      0.9505
3886,     15.1758,      0.9436
3887,     15.1797,      0.9437
3888,     15.1836,      0.9516
3889,     15.1875,      0.9536
3890,     15.1914,      0.9467
3891,     15.1953,      0.9529
3892,     15.1992,      0.9540
3893,     15.2031,      0.9594
3894,     15.2070,      0.9696
3895,     15.2109,      0.9667
3896,     15.2148,      0.9751
3897,     15.2188,      0.9821
3898,     15.2227,      0.9837
3899,     15.2266,      0.9846
3900,     15.2305,      0.9831
3901,     15.2344,      0.9870
3902,     15.2383,      0.9865
3903,     15.2422,      0.9847
3904,     15.2461,      0.9846
3905,     15.2500,      0.9872
3906,     15.2539,      0.9695
3907,     15.2578,      0.9726
3908,     15.2617,      0.9727
3909,     15.2656,      0.9690
3910,     15.2695,      0.9672
3911,     15.2734,      0.9722
3912,     15.2773,      0.9785
3913,     15.2812,      0.9921
3914,     15.2852,      0.9872
3915,     15.2891,      0.9821
3916,     15.2930,      0.9869
3917,     15.2969,      0.9825
3918,     15.3008,      0.9882
3919,     15.3047,      1.0009
3920,     15.3086,      1.0026
3921,     15.3125,      0.9959
3922,     15.3164,      0.9971
3923,     15.3203,      1.0031
3924,     15.3242,      1.0157
3925,     15.3281,      1.0291
3926,     15.3320,      1.0316
3927,     15.3359,      1.0361
3928,     15.3398,      1.0402
3929,     15.3438,      1.0391
3930,     15.3477,      1.0368
3931,     15.3516,      1.0427
3932,     15.3555,      1.0485
3933,     15.3594,      1.0451
3934,     15.3633,      1.0441
3935,     15.3672,      1.0410
3936,     15.3711,      1.0345
3937,     15.3750,      1.0288
3938,     15.3789,      1.0285
3939,     15.3828,      1.0271
3940,     15.3867,      1.0207
3941,     15.3906,      1.0132
3942,     15.3945,      1.0106
3943,     15.3984,      1.0058
3944,     15.4023,      1.0056
3945,     15.4062,      1.0024
3946,     15.4102,      0.9987
3947,     15.4141,      0.9990
3948,     15.4180,      0.9986
3949,     15.4219,      0.9969
3950,     15.4258,      1.0055
3951,     15.4297,      1.0268
3952,     15.4336,      1.0329
3953,     15.4375,      1.0256
3954,     15.4414,      1.0322
3955,     15.4453,      1.0338
3956,     15.4492,      1.0161
3957,     15.4531,      1.0163
3958,     15.4570,      1.0160
3959,     15.4609,      1.0212
3960,     15.4648,      1.0333
3961,     15.4688,      1.0254
3962,     15.4727,      1.0224
3963,     15.4766,      1.0283
3964,     15.4805,      1.0215
3965,     15.4844,      1.0111
3966,     15.4883,      1.0075
3967,     15.4922,      1.0127
3968,     15.4961,      1.0084
3969,     15.5000,      1.0090
3970,     15.5039,      1.0060
3971,     15.5078,      1.0100
3972,     15.5117,      1.0126
3973,     15.5156,      1.0078
3974,     15.5195,      1.0140
3975,     15.5234,      1.0067
3976,     15.5273,      0.9924
3977,     15.5312,      0.9850
3978,     15.5352,      0.9874
3979,     15.5391,      0.9891
3980,     15.5430,      1.0076
3981,     15.5469,      1.0065
3982,     15.5508,      1.0034
3983,     15.5547,      1.0015
3984,     15.5586,      1.0026
3985,     15.5625,      0.9937
3986,     15.5664,      0.9868
3987,     15.5703,      0.9905
3988,     15.5742,      0.9794
3989,     15.5781,      0.9860
3990,     15.5820,      0.9852
3991,     15.5859,      0.9774
3992,     15.5898,      0.9767
3993,     15.5938,      0.9715
3994,     15.5977,      0.9683
3995,     15.6016,      0.9633
3996,     15.6055,      0.9519
3997,     15.6094,      0.9592
3998,     15.6133,      0.9693
3999,     15.6172,      0.9618
4000,     15.6211,      0.9624
4001,     15.6250,      0.9699
4002,     15.6289,      0.9701
4003,     15.6328,      0.9642
4004,     15.6367,      0.9631
4005,     15.6406,      0.9752
4006,     15.6445,      0.9836
4007,     15.6484,      0.9816
4008,     15.6523,      0.9795
4009,     15.6562,      0.9801
4010,     15.6602,      0.9775
4011,     15.6641,      0.9898
4012,     15.6680,      0.9892
4013,     15.6719,      0.9929
4014,     15.6758,      0.9934
4015,     15.6797,      0.9911
4016,     15.6836,      0.9873
4017,     15.6875,      0.9988
4018,     15.6914,      0.9983
4019,     15.6953,      0.9980
4020,     15.6992,      0.9913
4021,     15.7031,      0.9900
4022,     15.7070,      0.9897
4023,     15.7109,      0.9984
4024,     15.7148,      1.0107
4025,     15.7188,      1.0118
4026,     15.7227,      1.0149
4027,     15.7266,      1.0148
4028,     15.7305,      1.0090
4029,     15.7344,      1.0064
4030,     15.7383,      1.0162
4031,     15.7422,      1.0154
4032,     15.7461,      1.0121
4033,     15.7500,      1.0157
4034,     15.7539,      1.0147
4035,     15.7578,      0.9997
4036,     15.7617,      1.0052
4037,     15.7656,      1.0070
4038,     15.7695,      1.0017
4039,     15.7734,      1.0022
4040,     15.7773,      0.9919
4041,     15.7812,      0.9897
4042,     15.7852,      0.9950
4043,     15.7891,      1.0026
4044,     15.7930,      0.9921
4045,     15.7969,      0.9977
4046,     15.8008,      0.9989
4047,     15.8047,      0.9942
4048,     15.8086,      0.9985
4049,     15.8125,      0.9966
4050,     15.8164,      0.9959
4051,     15.8203,      0.9910
4052,     15.8242,      0.9862
4053,     15.8281,      0.9996
4054,     15.8320,      1.0062
4055,     15.8359,      0.9969
4056,     15.8398,      0.9909
4057,     15.8438,      0.9924
4058,     15.8477,      0.9953
4059,     15.8516,      0.9848
4060,     15.8555,      0.9802
4061,     15.8594,      0.9716
4062,     15.8633,      0.9670
4063,     15.8672,      0.9655
4064,     15.8711,      0.9552
4065,     15.8750,      0.9638
4066,     15.8789,      0.9563
4067,     15.8828,      0.9524
4068,     15.8867,      0.9641
4069,     15.8906,      0.9730
4070,     15.8945,      0.9781
4071,     15.8984,      0.9911
4072,     15.9023,      0.9829
4073,     15.9062,      0.9861
4074,     15.9102,      0.9849
4075,     15.9141,      0.9906
4076,     15.9180,      0.9915
4077,     15.9219,      0.9914
4078,     15.9258,      0.9973
4079,     15.9297,      0.9942
4080,     15.9336,      0.9993
4081,     15.9375,      1.0004
4082,     15.9414,      1.0134
4083,     15.9453,      1.0129
4084,     15.9492,      1.0171
4085,     15.9531,      1.0236
4086,     15.9570,      1.0304
4087,     15.9609,      1.0282
4088,     15.9648,      1.0194
4089,     15.9688,      1.0138
4090,     15.9727,      1.0096
4091,     15.9766,      1.0031
4092,     15.9805,      0.9932
4093,     15.9844,      0.9973
4094,     15.9883,      0.9900
4095,     15.9922,      0.9866
4096,     15.9961,      0.9948
