 i,t_i,x_milstein(t_i)                                                          
1949,      7.6094,      0.9799
1950,      7.6133,      0.9875
1951,      7.6172,      0.9832
1952,      7.6211,      0.9777
1953,      7.6250,      0.9752
1954,      7.6289,      0.9833
1955,      7.6328,      0.9808
1956,      7.6367,      0.9922
1957,      7.6406,      0.9867
1958,      7.6445,      0.9876
1959,      7.6484,      0.9858
1960,      7.6523,      0.9801
1961,      7.6562,      0.9833
1962,      7.6602,      0.9828
1963,      7.6641,      0.9812
1964,      7.6680,      0.9769
1965,      7.6719,      0.9830
1966,      7.6758,      0.9818
1967,      7.6797,      0.9842
1968,      7.6836,      0.9917
1969,      7.6875,      1.0008
1970,      7.6914,      0.9921
1971,      7.6953,      0.9983
1972,      7.6992,      0.9951
1973,      7.7031,      1.0040
1974,      7.7070,      1.0047
1975,      7.7109,      1.0006
1976,      7.7148,      1.0035
1977,      7.7188,      1.0055
1978,      7.7227,      1.0093
1979,      7.7266,      1.0160
1980,      7.7305,      1.0176
1981,      7.7344,      1.0041
1982,      7.7383,      1.0101
1983,      7.7422,      1.0037
1984,      7.7461,      1.0135
1985,      7.7500,      1.0101
1986,      7.7539,      1.0082
1987,      7.7578,      1.0121
1988,      7.7617,      1.0169
1989,      7.7656,      1.0117
1990,      7.7695,      1.0079
1991,      7.7734,      1.0054
1992,      7.7773,      0.9977
1993,      7.7812,      1.0028
1994,      7.7852,      0.9961
1995,      7.7891,      0.9931
1996,      7.7930,      0.9842
1997,      7.7969,      1.0013
1998,      7.8008,      1.0004
1999,      7.8047,      1.0073
2000,      7.8086,      1.0076
2001,      7.8125,      1.0026
2002,      7.8164,      0.9967
2003,      7.8203,      0.9986
2004,      7.8242,      0.9977
2005,      7.8281,      0.9946
2006,      7.8320,      0.9854
2007,      7.8359,      0.9878
2008,      7.8398,      0.9914
2009,      7.8438,      0.9958
2010,      7.8477,      0.9979
2011,      7.8516,      1.0108
2012,      7.8555,      1.0099
2013,      7.8594,      1.0163
2014,      7.8633,      1.0157
2015,      7.8672,      1.0059
2016,      7.8711,      0.9917
2017,      7.8750,      0.9945
2018,      7.8789,      0.9868
2019,      7.8828,      0.9883
2020,      7.8867,      0.9803
2021,      7.8906,      0.9744
2022,      7.8945,      0.9702
2023,      7.8984,      0.9767
2024,      7.9023,      0.9794
2025,      7.9062,      0.9827
2026,      7.9102,      0.9759
2027,      7.9141,      0.9760
2028,      7.9180,      0.9779
2029,      7.9219,      0.9788
2030,      7.9258,      0.9703
2031,      7.9297,      0.9677
2032,      7.9336,      0.9725
2033,      7.9375,      0.9688
2034,      7.9414,      0.9697
2035,      7.9453,      0.9688
2036,      7.9492,      0.9641
2037,      7.9531,      0.9658
2038,      7.9570,      0.9762
2039,      7.9609,      0.9794
2040,      7.9648,      0.9786
2041,      7.9688,      0.9828
2042,      7.9727,      0.9835
2043,      7.9766,      0.9784
2044,      7.9805,      0.9720
2045,      7.9844,      0.9753
2046,      7.9883,      0.9618
2047,      7.9922,      0.9726
2048,      7.9961,      0.9666
2049,      8.0000,      0.9688
2050,      8.0039,      0.9594
2051,      8.0078,      0.9598
2052,      8.0117,      0.9648
2053,      8.0156,      0.9718
2054,      8.0195,      0.9734
2055,      8.0234,      0.9780
2056,      8.0273,      0.9829
2057,      8.0312,      0.9851
2058,      8.0352,      0.9827
2059,      8.0391,      0.9735
2060,      8.0430,      0.9687
2061,      8.0469,      0.9751
2062,      8.0508,      0.9720
2063,      8.0547,      0.9646
2064,      8.0586,      0.9582
2065,      8.0625,      0.9617
2066,      8.0664,      0.9543
2067,      8.0703,      0.9391
2068,      8.0742,      0.9472
2069,      8.0781,      0.9412
2070,      8.0820,      0.9402
2071,      8.0859,      0.9424
2072,      8.0898,      0.9394
2073,      8.0938,      0.9367
2074,      8.0977,      0.9321
2075,      8.1016,      0.9378
2076,      8.1055,      0.9302
2077,      8.1094,      0.9284
2078,      8.1133,      0.9260
2079,      8.1172,      0.9222
2080,      8.1211,      0.9326
2081,      8.1250,      0.9393
2082,      8.1289,      0.9313
2083,      8.1328,      0.9322
2084,      8.1367,      0.9368
2085,      8.1406,      0.9304
2086,      8.1445,      0.9415
2087,      8.1484,      0.9472
2088,      8.1523,      0.9426
2089,      8.1562,      0.9385
2090,      8.1602,      0.9388
2091,      8.1641,      0.9394
2092,      8.1680,      0.9367
2093,      8.1719,      0.9368
2094,      8.1758,      0.9385
2095,      8.1797,      0.9374
2096,      8.1836,      0.9412
2097,      8.1875,      0.9411
2098,      8.1914,      0.9394
2099,      8.1953,      0.9458
2100,      8.1992,      0.9572
2101,      8.2031,      0.9497
2102,      8.2070,      0.9503
2103,      8.2109,      0.9428
2104,      8.2148,      0.9412
2105,      8.2188,      0.9465
2106,      8.2227,      0.9425
2107,      8.2266,      0.9472
2108,      8.2305,      0.9453
2109,      8.2344,      0.9581
2110,      8.2383,      0.9575
2111,      8.2422,      0.9591
2112,      8.2461,      0.9575
2113,      8.2500,      0.9559
2114,      8.2539,      0.9620
2115,      8.2578,      0.9753
2116,      8.2617,      0.9772
2117,      8.2656,      0.9736
2118,      8.2695,      0.9550
2119,      8.2734,      0.9513
2120,      8.2773,      0.9606
2121,      8.2812,      0.9563
2122,      8.2852,      0.9574
2123,      8.2891,      0.9650
2124,      8.2930,      0.9605
2125,      8.2969,      0.9570
2126,      8.3008,      0.9595
2127,      8.3047,      0.9602
2128,      8.3086,      0.9570
2129,      8.3125,      0.9582
2130,      8.3164,      0.9613
2131,      8.3203,      0.9536
2132,      8.3242,      0.9531
2133,      8.3281,      0.9644
2134,      8.3320,      0.9598
2135,      8.3359,      0.9642
2136,      8.3398,      0.9734
2137,      8.3438,      0.9674
2138,      8.3477,      0.9730
2139,      8.3516,      0.9811
2140,      8.3555,      0.9838
2141,      8.3594,      0.9822
2142,      8.3633,      0.9799
2143,      8.3672,      0.9843
2144,      8.3711,      0.9832
2145,      8.3750,      0.9831
2146,      8.3789,      0.9829
2147,      8.3828,      0.9766
2148,      8.3867,      0.9866
2149,      8.3906,      0.9933
2150,      8.3945,      1.0003
2151,      8.3984,      0.9983
2152,      8.4023,      1.0079
2153,      8.4062,      1.0093
2154,      8.4102,      1.0093
2155,      8.4141,      1.0082
2156,      8.4180,      1.0177
2157,      8.4219,      1.0281
2158,      8.4258,      1.0306
2159,      8.4297,      1.0233
2160,      8.4336,      1.0204
2161,      8.4375,      1.0178
2162,      8.4414,      1.0135
2163,      8.4453,      1.0136
2164,      8.4492,      1.0123
2165,      8.4531,      1.0119
2166,      8.4570,      1.0108
2167,      8.4609,      1.0074
2168,      8.4648,      1.0111
2169,      8.4688,      1.0122
2170,      8.4727,      0.9939
2171,      8.4766,      0.9877
2172,      8.4805,      0.9857
2173,      8.4844,      0.9958
2174,      8.4883,      1.0045
2175,      8.4922,      1.0062
2176,      8.4961,      1.0070
2177,      8.5000,      1.0160
2178,      8.5039,      1.0187
2179,      8.5078,      1.0155
2180,      8.5117,      1.0213
2181,      8.5156,      1.0129
2182,      8.5195,      1.0206
2183,      8.5234,      1.0202
2184,      8.5273,      1.0180
2185,      8.5312,      1.0165
2186,      8.5352,      1.0167
2187,      8.5391,      1.0101
2188,      8.5430,      1.0013
2189,      8.5469,      1.0061
2190,      8.5508,      1.0135
2191,      8.5547,      1.0143
2192,      8.5586,      1.0096
2193,      8.5625,      0.9921
2194,      8.5664,      0.9989
2195,      8.5703,      1.0002
2196,      8.5742,      0.9976
2197,      8.5781,      1.0152
2198,      8.5820,      1.0169
2199,      8.5859,      1.0161
2200,      8.5898,      1.0083
2201,      8.5938,      1.0018
2202,      8.5977,      0.9916
2203,      8.6016,      0.9946
2204,      8.6055,      0.9885
2205,      8.6094,      1.0042
2206,      8.6133,      1.0043
2207,      8.6172,      1.0106
2208,      8.6211,      1.0117
2209,      8.6250,      1.0225
2210,      8.6289,      1.0301
2211,      8.6328,      1.0284
2212,      8.6367,      1.0218
2213,      8.6406,      1.0165
2214,      8.6445,      1.0297
2215,      8.6484,      1.0255
2216,      8.6523,      1.0212
2217,      8.6562,      1.0171
2218,      8.6602,      1.0144
2219,      8.6641,      1.0176
2220,      8.6680,      1.0151
2221,      8.6719,      1.0126
2222,      8.6758,      1.0038
2223,      8.6797,      1.0053
2224,      8.6836,      1.0002
2225,      8.6875,      0.9995
2226,      8.6914,      1.0103
2227,      8.6953,      0.9973
2228,      8.6992,      0.9973
2229,      8.7031,      0.9908
2230,      8.7070,      0.9906
2231,      8.7109,      0.9893
2232,      8.7148,      0.9921
2233,      8.7188,      0.9953
2234,      8.7227,      1.0003
2235,      8.7266,      0.9969
2236,      8.7305,      0.9966
2237,      8.7344,      0.9989
2238,      8.7383,      0.9969
2239,      8.7422,      1.0027
2240,      8.7461,      1.0051
2241,      8.7500,      1.0048
2242,      8.7539,      1.0017
2243,      8.7578,      1.0025
2244,      8.7617,      0.9929
2245,      8.7656,      0.9965
2246,      8.7695,      1.0000
2247,      8.7734,      1.0014
2248,      8.7773,      1.0033
2249,      8.7812,      0.9995
2250,      8.7852,      0.9944
2251,      8.7891,      0.9927
2252,      8.7930,      0.9938
2253,      8.7969,      0.9950
2254,      8.8008,      0.9837
2255,      8.8047,      0.9744
2256,      8.8086,      0.9748
2257,      8.8125,      0.9766
2258,      8.8164,      0.9776
2259,      8.8203,      0.9831
2260,      8.8242,      0.9817
2261,      8.8281,      0.9730
2262,      8.8320,      0.9687
2263,      8.8359,      0.9563
2264,      8.8398,      0.9650
2265,      8.8438,      0.9606
2266,      8.8477,      0.9478
2267,      8.8516,      0.9434
2268,      8.8555,      0.9431
2269,      8.8594,      0.9415
2270,      8.8633,      0.9503
2271,      8.8672,      0.9516
2272,      8.8711,      0.9461
2273,      8.8750,      0.9402
2274,      8.8789,      0.9457
2275,      8.8828,      0.9502
2276,      8.8867,      0.9566
2277,      8.8906,      0.9547
2278,      8.8945,      0.9462
2279,      8.8984,      0.9430
2280,      8.9023,      0.9401
2281,      8.9062,      0.9428
2282,      8.9102,      0.9375
2283,      8.9141,      0.9299
2284,      8.9180,      0.9305
2285,      8.9219,      0.9225
2286,      8.9258,      0.9158
2287,      8.9297,      0.9160
2288,      8.9336,      0.9211
2289,      8.9375,      0.9247
2290,      8.9414,      0.9146
2291,      8.9453,      0.9101
2292,      8.9492,      0.9151
2293,      8.9531,      0.9188
2294,      8.9570,      0.9095
2295,      8.9609,      0.9203
2296,      8.9648,      0.9048
2297,      8.9688,      0.9102
2298,      8.9727,      0.9120
2299,      8.9766,      0.9196
2300,      8.9805,      0.9241
2301,      8.9844,      0.9325
2302,      8.9883,      0.9389
2303,      8.9922,      0.9302
2304,      8.9961,      0.9275
2305,      9.0000,      0.9275
2306,      9.0039,      0.9275
2307,      9.0078,      0.9289
2308,      9.0117,      0.9348
2309,      9.0156,      0.9416
2310,      9.0195,      0.9358
2311,      9.0234,      0.9353
2312,      9.0273,      0.9317
2313,      9.0312,      0.9417
2314,      9.0352,      0.9419
2315,      9.0391,      0.9417
2316,      9.0430,      0.9378
2317,      9.0469,      0.9369
2318,      9.0508,      0.9362
2319,      9.0547,      0.9407
2320,      9.0586,      0.9476
2321,      9.0625,      0.9555
2322,      9.0664,      0.9408
2323,      9.0703,      0.9473
2324,      9.0742,      0.9379
2325,      9.0781,      0.9462
2326,      9.0820,      0.9457
2327,      9.0859,      0.9368
2328,      9.0898,      0.9407
2329,      9.0938,      0.9273
2330,      9.0977,      0.9181
2331,      9.1016,      0.9164
2332,      9.1055,      0.9237
2333,      9.1094,      0.9274
2334,      9.1133,      0.9196
2335,      9.1172,      0.9234
2336,      9.1211,      0.9262
2337,      9.1250,      0.9302
2338,      9.1289,      0.9262
2339,      9.1328,      0.9212
2340,      9.1367,      0.9265
2341,      9.1406,      0.9374
2342,      9.1445,      0.9379
2343,      9.1484,      0.9423
2344,      9.1523,      0.9471
2345,      9.1562,      0.9526
2346,      9.1602,      0.9525
2347,      9.1641,      0.9485
2348,      9.1680,      0.9547
2349,      9.1719,      0.9476
2350,      9.1758,      0.9495
2351,      9.1797,      0.9368
2352,      9.1836,      0.9321
2353,      9.1875,      0.9357
2354,      9.1914,      0.9404
2355,      9.1953,      0.9431
2356,      9.1992,      0.9436
2357,      9.2031,      0.9455
2358,      9.2070,      0.9527
2359,      9.2109,      0.9462
2360,      9.2148,      0.9495
2361,      9.2188,      0.9484
2362,      9.2227,      0.9443
2363,      9.2266,      0.9445
2364,      9.2305,      0.9380
2365,      9.2344,      0.9298
2366,      9.2383,      0.9369
2367,      9.2422,      0.9342
2368,      9.2461,      0.9305
2369,      9.2500,      0.9315
2370,      9.2539,      0.9260
2371,      9.2578,      0.9283
2372,      9.2617,      0.9224
2373,      9.2656,      0.9166
2374,      9.2695,      0.9225
2375,      9.2734,      0.9316
2376,      9.2773,      0.9370
2377,      9.2812,      0.9284
2378,      9.2852,      0.9262
2379,      9.2891,      0.9239
2380,      9.2930,      0.9238
2381,      9.2969,      0.9201
2382,      9.3008,      0.9269
2383,      9.3047,      0.9324
2384,      9.3086,      0.9274
2385,      9.3125,      0.9389
2386,      9.3164,      0.9435
2387,      9.3203,      0.9434
2388,      9.3242,      0.9490
2389,      9.3281,      0.9457
2390,      9.3320,      0.9502
2391,      9.3359,      0.9564
2392,      9.3398,      0.9605
2393,      9.3438,      0.9595
2394,      9.3477,      0.9582
2395,      9.3516,      0.9613
2396,      9.3555,      0.9672
2397,      9.3594,      0.9651
2398,      9.3633,      0.9729
2399,      9.3672,      0.9808
2400,      9.3711,      0.9879
2401,      9.3750,      0.9907
2402,      9.3789,      0.9918
2403,      9.3828,      1.0004
2404,      9.3867,      0.9963
2405,      9.3906,      0.9855
2406,      9.3945,      0.9876
2407,      9.3984,      0.9838
2408,      9.4023,      0.9846
2409,      9.4062,      0.9773
2410,      9.4102,      0.9689
2411,      9.4141,      0.9740
2412,      9.4180,      0.9715
2413,      9.4219,      0.9817
2414,      9.4258,      0.9763
2415,      9.4297,      0.9770
2416,      9.4336,      0.9718
2417,      9.4375,      0.9669
2418,      9.4414,      0.9663
2419,      9.4453,      0.9678
2420,      9.4492,      0.9694
2421,      9.4531,      0.9675
2422,      9.4570,      0.9661
2423,      9.4609,      0.9778
2424,      9.4648,      0.9760
2425,      9.4688,      0.9804
2426,      9.4727,      0.9849
2427,      9.4766,      0.9781
2428,      9.4805,      0.9815
2429,      9.4844,      0.9782
2430,      9.4883,      0.9834
2431,      9.4922,      0.9747
2432,      9.4961,      0.9728
2433,      9.5000,      0.9661
2434,      9.5039,      0.9699
2435,      9.5078,      0.9734
2436,      9.5117,      0.9790
2437,      9.5156,      0.9783
2438,      9.5195,      0.9774
2439,      9.5234,      0.9767
2440,      9.5273,      0.9801
2441,      9.5312,      0.9827
2442,      9.5352,      0.9736
2443,      9.5391,      0.9791
2444,      9.5430,      0.9729
2445,      9.5469,      0.9759
2446,      9.5508,      0.9742
2447,      9.5547,      0.9686
2448,      9.5586,      0.9613
2449,      9.5625,      0.9545
2450,      9.5664,      0.9496
2451,      9.5703,      0.9511
2452,      9.5742,      0.9554
2453,      9.5781,      0.9461
2454,      9.5820,      0.9637
2455,      9.5859,      0.9645
2456,      9.5898,      0.9576
2457,      9.5938,      0.9566
2458,      9.5977,      0.9644
2459,      9.6016,      0.9666
2460,      9.6055,      0.9653
2461,      9.6094,      0.9554
2462,      9.6133,      0.9482
2463,      9.6172,      0.9556
2464,      9.6211,      0.9542
2465,      9.6250,      0.9493
2466,      9.6289,      0.9443
2467,      9.6328,      0.9336
2468,      9.6367,      0.9283
2469,      9.6406,      0.9287
2470,      9.6445,      0.9260
2471,      9.6484,      0.9215
2472,      9.6523,      0.9196
2473,      9.6562,      0.9205
2474,      9.6602,      0.9159
2475,      9.6641,      0.9209
2476,      9.6680,      0.9255
2477,      9.6719,      0.9192
2478,      9.6758,      0.9238
2479,      9.6797,      0.9278
2480,      9.6836,      0.9318
2481,      9.6875,      0.9323
2482,      9.6914,      0.9309
2483,      9.6953,      0.9312
2484,      9.6992,      0.9258
2485,      9.7031,      0.9206
2486,      9.7070,      0.9164
2487,      9.7109,      0.9184
2488,      9.7148,      0.9063
2489,      9.7188,      0.9055
2490,      9.7227,      0.9095
2491,      9.7266,      0.9044
2492,      9.7305,      0.8983
2493,      9.7344,      0.8957
2494,      9.7383,      0.9022
2495,      9.7422,      0.9006
2496,      9.7461,      0.8997
2497,      9.7500,      0.9002
2498,      9.7539,      0.9067
2499,      9.7578,      0.9166
2500,      9.7617,      0.9264
2501,      9.7656,      0.9243
2502,      9.7695,      0.9229
2503,      9.7734,      0.9227
2504,      9.7773,      0.9289
2505,      9.7812,      0.9253
2506,      9.7852,      0.9222
2507,      9.7891,      0.9264
2508,      9.7930,      0.9253
2509,      9.7969,      0.9233
2510,      9.8008,      0.9274
2511,      9.8047,      0.9273
2512,      9.8086,      0.9375
2513,      9.8125,      0.9347
2514,      9.8164,      0.9352
2515,      9.8203,      0.9244
2516,      9.8242,      0.9257
2517,      9.8281,      0.9224
2518,      9.8320,      0.9224
2519,      9.8359,      0.9304
2520,      9.8398,      0.9279
2521,      9.8438,      0.9227
2522,      9.8477,      0.9313
2523,      9.8516,      0.9316
2524,      9.8555,      0.9336
2525,      9.8594,      0.9327
2526,      9.8633,      0.9332
2527,      9.8672,      0.9278
2528,      9.8711,      0.9248
2529,      9.8750,      0.9290
2530,      9.8789,      0.9244
2531,      9.8828,      0.9299
2532,      9.8867,      0.9328
2533,      9.8906,      0.9376
2534,      9.8945,      0.9324
2535,      9.8984,      0.9320
2536,      9.9023,      0.9417
2537,      9.9062,      0.9518
2538,      9.9102,      0.9488
2539,      9.9141,      0.9440
2540,      9.9180,      0.9421
2541,      9.9219,      0.9380
2542,      9.9258,      0.9474
2543,      9.9297,      0.9487
2544,      9.9336,      0.9579
2545,      9.9375,      0.9541
2546,      9.9414,      0.9505
2547,      9.9453,      0.9463
2548,      9.9492,      0.9345
2549,      9.9531,      0.9353
2550,      9.9570,      0.9411
2551,      9.9609,      0.9378
2552,      9.9648,      0.9379
2553,      9.9688,      0.9443
2554,      9.9727,      0.9401
2555,      9.9766,      0.9407
2556,      9.9805,      0.9433
2557,      9.9844,      0.9398
2558,      9.9883,      0.9463
2559,      9.9922,      0.9561
2560,      9.9961,      0.9630
2561,     10.0000,      0.9650
2562,     10.0039,      0.9612
2563,     10.0078,      0.9712
2564,     10.0117,      0.9622
2565,     10.0156,      0.9632
2566,     10.0195,      0.9641
2567,     10.0234,      0.9614
2568,     10.0273,      0.9684
2569,     10.0312,      0.9655
2570,     10.0352,      0.9636
2571,     10.0391,      0.9530
2572,     10.0430,      0.9575
2573,     10.0469,      0.9656
2574,     10.0508,      0.9672
2575,     10.0547,      0.9700
2576,     10.0586,      0.9776
2577,     10.0625,      0.9727
2578,     10.0664,      0.9842
2579,     10.0703,      0.9862
2580,     10.0742,      0.9883
2581,     10.0781,      0.9898
2582,     10.0820,      0.9868
2583,     10.0859,      0.9868
2584,     10.0898,      0.9894
2585,     10.0938,      0.9932
2586,     10.0977,      0.9960
2587,     10.1016,      1.0030
2588,     10.1055,      1.0045
2589,     10.1094,      1.0027
2590,     10.1133,      1.0039
2591,     10.1172,      1.0021
2592,     10.1211,      1.0060
2593,     10.1250,      1.0030
2594,     10.1289,      1.0017
2595,     10.1328,      0.9962
2596,     10.1367,      0.9977
2597,     10.1406,      1.0002
2598,     10.1445,      0.9951
2599,     10.1484,      0.9967
2600,     10.1523,      0.9970
2601,     10.1562,      1.0007
2602,     10.1602,      1.0123
2603,     10.1641,      1.0003
2604,     10.1680,      0.9976
2605,     10.1719,      0.9974
2606,     10.1758,      1.0012
2607,     10.1797,      0.9994
2608,     10.1836,      1.0008
2609,     10.1875,      1.0141
2610,     10.1914,      1.0194
2611,     10.1953,      1.0160
2612,     10.1992,      1.0126
2613,     10.2031,      1.0144
2614,     10.2070,      1.0233
2615,     10.2109,      1.0340
2616,     10.2148,      1.0297
2617,     10.2188,      1.0395
2618,     10.2227,      1.0419
2619,     10.2266,      1.0439
2620,     10.2305,      1.0348
2621,     10.2344,      1.0443
2622,     10.2383,      1.0374
2623,     10.2422,      1.0398
2624,     10.2461,      1.0307
2625,     10.2500,      1.0384
2626,     10.2539,      1.0522
2627,     10.2578,      1.0489
2628,     10.2617,      1.0496
2629,     10.2656,      1.0501
2630,     10.2695,      1.0504
2631,     10.2734,      1.0378
2632,     10.2773,      1.0282
2633,     10.2812,      1.0203
2634,     10.2852,      1.0111
2635,     10.2891,      1.0178
2636,     10.2930,      1.0190
2637,     10.2969,      1.0104
2638,     10.3008,      1.0096
2639,     10.3047,      1.0160
2640,     10.3086,      1.0089
2641,     10.3125,      1.0041
2642,     10.3164,      1.0138
2643,     10.3203,      1.0073
2644,     10.3242,      1.0018
2645,     10.3281,      1.0051
2646,     10.3320,      1.0004
2647,     10.3359,      1.0052
2648,     10.3398,      0.9973
2649,     10.3438,      0.9963
2650,     10.3477,      1.0020
2651,     10.3516,      0.9999
2652,     10.3555,      0.9903
2653,     10.3594,      0.9883
2654,     10.3633,      0.9892
2655,     10.3672,      0.9915
2656,     10.3711,      0.9944
2657,     10.3750,      0.9881
2658,     10.3789,      0.9852
2659,     10.3828,      0.9862
2660,     10.3867,      0.9919
2661,     10.3906,      0.9885
2662,     10.3945,      0.9867
2663,     10.3984,      0.9923
2664,     10.4023,      0.9980
2665,     10.4062,      1.0070
2666,     10.4102,      1.0131
2667,     10.4141,      1.0107
2668,     10.4180,      1.0077
2669,     10.4219,      1.0120
2670,     10.4258,      1.0129
2671,     10.4297,      0.9990
2672,     10.4336,      1.0060
2673,     10.4375,      0.9985
2674,     10.4414,      0.9971
2675,     10.4453,      0.9914
2676,     10.4492,      0.9855
2677,     10.4531,      0.9895
2678,     10.4570,      0.9888
2679,     10.4609,      0.9756
2680,     10.4648,      0.9659
2681,     10.4688,      0.9709
2682,     10.4727,      0.9726
2683,     10.4766,      0.9828
2684,     10.4805,      0.9809
2685,     10.4844,      0.9820
2686,     10.4883,      0.9801
2687,     10.4922,      0.9813
2688,     10.4961,      0.9837
2689,     10.5000,      0.9957
2690,     10.5039,      1.0006
2691,     10.5078,      0.9969
2692,     10.5117,      0.9948
2693,     10.5156,      0.9881
2694,     10.5195,      0.9865
2695,     10.5234,      0.9835
2696,     10.5273,      0.9934
2697,     10.5312,      0.9910
2698,     10.5352,      0.9874
2699,     10.5391,      0.9872
2700,     10.5430,      0.9957
2701,     10.5469,      0.9973
2702,     10.5508,      0.9897
2703,     10.5547,      0.9952
2704,     10.5586,      0.9945
2705,     10.5625,      0.9947
2706,     10.5664,      0.9964
2707,     10.5703,      1.0044
2708,     10.5742,      1.0015
2709,     10.5781,      1.0058
2710,     10.5820,      1.0138
2711,     10.5859,      1.0135
2712,     10.5898,      1.0221
2713,     10.5938,      1.0385
2714,     10.5977,      1.0432
2715,     10.6016,      1.0412
2716,     10.6055,      1.0448
2717,     10.6094,      1.0371
2718,     10.6133,      1.0401
2719,     10.6172,      1.0441
2720,     10.6211,      1.0481
2721,     10.6250,      1.0428
2722,     10.6289,      1.0404
2723,     10.6328,      1.0324
2724,     10.6367,      1.0360
2725,     10.6406,      1.0310
2726,     10.6445,      1.0263
2727,     10.6484,      1.0231
2728,     10.6523,      1.0186
2729,     10.6562,      1.0225
2730,     10.6602,      1.0241
2731,     10.6641,      1.0322
2732,     10.6680,      1.0417
2733,     10.6719,      1.0401
2734,     10.6758,      1.0461
2735,     10.6797,      1.0517
2736,     10.6836,      1.0543
2737,     10.6875,      1.0534
2738,     10.6914,      1.0447
2739,     10.6953,      1.0478
2740,     10.6992,      1.0506
2741,     10.7031,      1.0448
2742,     10.7070,      1.0458
2743,     10.7109,      1.0468
2744,     10.7148,      1.0448
2745,     10.7188,      1.0453
2746,     10.7227,      1.0330
2747,     10.7266,      1.0345
2748,     10.7305,      1.0394
2749,     10.7344,      1.0391
2750,     10.7383,      1.0410
2751,     10.7422,      1.0477
2752,     10.7461,      1.0549
2753,     10.7500,      1.0537
2754,     10.7539,      1.0572
2755,     10.7578,      1.0441
2756,     10.7617,      1.0363
2757,     10.7656,      1.0355
2758,     10.7695,      1.0223
2759,     10.7734,      1.0310
2760,     10.7773,      1.0263
2761,     10.7812,      1.0226
2762,     10.7852,      1.0109
2763,     10.7891,      1.0111
2764,     10.7930,      1.0175
2765,     10.7969,      1.0133
2766,     10.8008,      1.0174
2767,     10.8047,      1.0186
2768,     10.8086,      1.0164
2769,     10.8125,      1.0172
2770,     10.8164,      1.0159
2771,     10.8203,      1.0224
2772,     10.8242,      1.0291
2773,     10.8281,      1.0344
2774,     10.8320,      1.0381
2775,     10.8359,      1.0444
2776,     10.8398,      1.0395
2777,     10.8438,      1.0449
2778,     10.8477,      1.0469
2779,     10.8516,      1.0534
2780,     10.8555,      1.0526
2781,     10.8594,      1.0409
2782,     10.8633,      1.0443
2783,     10.8672,      1.0380
2784,     10.8711,      1.0303
2785,     10.8750,      1.0213
2786,     10.8789,      1.0210
2787,     10.8828,      1.0110
2788,     10.8867,      1.0100
2789,     10.8906,      1.0144
2790,     10.8945,      1.0078
2791,     10.8984,      0.9989
2792,     10.9023,      0.9877
2793,     10.9062,      0.9952
2794,     10.9102,      0.9912
2795,     10.9141,      1.0033
2796,     10.9180,      0.9902
2797,     10.9219,      0.9904
2798,     10.9258,      0.9888
2799,     10.9297,      1.0018
2800,     10.9336,      1.0002
2801,     10.9375,      0.9968
2802,     10.9414,      1.0009
2803,     10.9453,      0.9961
2804,     10.9492,      0.9956
2805,     10.9531,      0.9943
2806,     10.9570,      1.0003
2807,     10.9609,      1.0068
2808,     10.9648,      1.0140
2809,     10.9688,      1.0114
2810,     10.9727,      1.0178
2811,     10.9766,      1.0198
2812,     10.9805,      1.0149
2813,     10.9844,      1.0164
2814,     10.9883,      1.0238
2815,     10.9922,      1.0247
2816,     10.9961,      1.0301
2817,     11.0000,      1.0238
2818,     11.0039,      1.0131
2819,     11.0078,      1.0220
2820,     11.0117,      1.0335
2821,     11.0156,      1.0431
2822,     11.0195,      1.0392
2823,     11.0234,      1.0491
2824,     11.0273,      1.0511
2825,     11.0312,      1.0430
2826,     11.0352,      1.0398
2827,     11.0391,      1.0446
2828,     11.0430,      1.0417
2829,     11.0469,      1.0382
2830,     11.0508,      1.0334
2831,     11.0547,      1.0432
2832,     11.0586,      1.0499
2833,     11.0625,      1.0414
2834,     11.0664,      1.0392
2835,     11.0703,      1.0343
2836,     11.0742,      1.0300
2837,     11.0781,      1.0415
2838,     11.0820,      1.0400
2839,     11.0859,      1.0425
2840,     11.0898,      1.0340
2841,     11.0938,      1.0277
2842,     11.0977,      1.0338
2843,     11.1016,      1.0386
2844,     11.1055,      1.0362
2845,     11.1094,      1.0336
2846,     11.1133,      1.0352
2847,     11.1172,      1.0399
2848,     11.1211,      1.0464
2849,     11.1250,      1.0452
2850,     11.1289,      1.0612
2851,     11.1328,      1.0568
2852,     11.1367,      1.0672
2853,     11.1406,      1.0709
2854,     11.1445,      1.0649
2855,     11.1484,      1.0790
2856,     11.1523,      1.0790
2857,     11.1562,      1.0759
2858,     11.1602,      1.0728
2859,     11.1641,      1.0710
2860,     11.1680,      1.0629
2861,     11.1719,      1.0582
2862,     11.1758,      1.0576
2863,     11.1797,      1.0557
2864,     11.1836,      1.0581
2865,     11.1875,      1.0538
2866,     11.1914,      1.0428
2867,     11.1953,      1.0353
2868,     11.1992,      1.0344
2869,     11.2031,      1.0361
2870,     11.2070,      1.0436
2871,     11.2109,      1.0416
2872,     11.2148,      1.0519
2873,     11.2188,      1.0512
2874,     11.2227,      1.0428
2875,     11.2266,      1.0425
2876,     11.2305,      1.0382
2877,     11.2344,      1.0413
2878,     11.2383,      1.0348
2879,     11.2422,      1.0210
